"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","DSC_TIPO_PENAL","ANO","MES","NUM_AUDIENCIAS"
N,MA,ESTELIONATO,2019,9,1
N,MT,"UTILIZAR OU DIVULGAR, INDEVIDAMENTE, COM O FIM DE BENEFICIAR A SI OU A OUTREM, OU DE COMPROMETER A CREDIBILIDADE DO CERTAME, CONTEÚDO SIGILOSO DE",2019,9,1
S,CE,LESAO CORPORAL,2019,4,2
N,PR,DIRIGIR VEICULO SEM CNH,2019,9,4
N,SP,ESTUPRO DE VULNERAVEL RESULTADO LESAO CORPORAL GRAVE,2019,9,1
N,AM,PERIGO PARA A VIDA OU SAUDE DE OUTREM,2019,9,1
N,AP,ROUBO AGRAVADO,2019,7,1
N,RO,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,,,33
N,CE,DESACATO,2019,9,8
N,SC,ROUBO AGRAVADO,,,167
N,SC,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,6,1
S,RS,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",,,254
N,PA,ROUBO,,,62
S,SC,FURTO QUALIFICADO,,,41
N,GO,RECEPTACAO,2019,8,2
N,,"COLABORAR, COMO INFORMANTE DOS CRIMES PREVISTOS NOS ARTS. 33, CAPUT E  1°, E 34 DESTA LEI",2019,9,4
N,PI,AMEACA,2019,10,61
N,PI,VIAS DE FATO,2019,10,3
S,PR,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,9,1
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,6,14
N,RS,ASSOCIAÇAO CRIMINOSA,2019,9,1
S,,ROUBO,,,1059
I,AL,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,8,1
I,RS,"SUPRIMIR, ALTERAR QQ SINAL IDENTIFICADOR DE ARMA DE FOGO",2013,10,1
N,PR,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",,,23
N,PR,TRAFICO SUBSTANCIA ENTORPECENTE,2019,9,2
N,PR,DESACATO,,,36
N,SC,AMEACA,2019,7,2
N,PA,"CP, ART 329: RESISTÊNCIA",,,3
S,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,17
N,MT,LESAO CORPORAL,2019,9,3
N,SP,EMBRIAGUEZ,2019,7,6
N,,SUBMETER ALGUEM SOB SUA GUARDA A TORTURA,2019,9,2
N,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,7,150
S,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,134
S,,CORRUPCAO ATIVA,2019,7,2
N,GO,ROUBO AGRAVADO,,,137
N,SP,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,88
N,SP,EXTORSAO,2019,10,10
N,BA,DROGAS PARA O CONSUMO PESSOAL,2019,5,4
N,MA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,8,17
N,SP,FRAUDE NA FISCALIZACAO TRIBUTARIA,2019,8,2
N,SP,RECEPTACAO QUALIFICADA,2019,10,55
N,PB,FURTO QUALIFICADO,2019,10,5
N,PA,ROUBO COM RESULTADO DE MORTE,2019,10,2
N,PR,RECEPTACAO QUALIFICADA,2019,9,1
S,MG,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR RESULTA LESAO CORPORAL GRAVE OU SE VITIMA MENOR COM MAIS DE 14,2019,9,2
N,AP,LESAO CORPORAL,2019,9,2
N,MG,APROPRIACAO COISA HAVIDA,,,1
N,SP,ROUBO,2019,5,69
N,AP,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,1
N,SP,HOMICIDIO QUALIFICADO,2019,10,42
N,,"CP, ART 334: CONTRABANDO OU DESCAMINHO",,,80
N,RO,HOMICIDIO SIMPLES,2019,9,2
N,BA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,24
N,,INJURIA,,,2335
N,SP,FALSA IDENTIDADE,2019,10,8
N,CE,PERTURBACAO DA TRANQUILIDADE,,,21
N,PR,FEMINICIDIO,2019,9,3
S,MT,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,10,1
S,PR,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,86
S,MT,ROUBO AGRAVADO,,,10
N,SP,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,7,2
N,SP,HOMICIDIO SIMPLES,2019,10,47
N,CE,FALSIDADE IDEOLOGICA,2019,9,1
N,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,5,31
N,SC,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,7,1
N,MA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,21
N,RO,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,9,2
N,,ESTELIONATO,2019,10,53
S,BA,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,5,1
N,,LESAO CORPORAL,2019,10,44
S,RS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,1084
S,SP,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,8
N,SP,INJURIA,2019,10,37
S,,FURTO QUALIFICADO,,,987
N,,ROUBO,2019,5,24
N,PR,INJURIA,2019,10,24
N,PR,VIAS DE FATO,2019,10,19
S,CE,RECEPTACAO,,,7
N,RS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,333
S,SC,ROUBO,2019,9,3
N,MG,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,45
S,PR,FURTO SIMPLES,2019,9,3
N,PA,DIRIGIR VEICULO SEM CNH,2019,9,1
N,,"CP, ART 334: CONTRABANDO OU DESCAMINHO",2019,9,1
N,RO,FORNECER PRODUTOS  DE DEPENDENCIA FISICA/QUIMICA,,,3
N,CE,SEQUESTRO E CARCERE PRIVADO,,,7
N,CE,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,,,15
N,RS,ESTUPRO DE VULNERAVEL,2008,1,1
N,PB,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,9,2
N,MT,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",,,12
N,CE,ALICIAR CRIANCA PARA A PRATICA DE ATO LIBIDINOSO,2019,7,1
N,SC,ROUBO,2019,9,4
N,MT,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,9,1
N,PE,ROUBO,,,346
N,SP,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,47
N,PA,HOMICIDIO SIMPLES,2019,9,1
N,GO,VIAS DE FATO,2019,9,1
N,MA,DIRIGIR VEICULO SEM CNH,,,7
N,MA,DESOBEDIENCIA,,,1
S,,DESOBEDIENCIA A DECISAO JUDICIAL,2019,9,1
N,PB,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,9,2
N,,ABANDONO DE INCAPAZ,2019,9,1
N,DF,FALSO TESTEMUNHO OU FALSA PERICIA,,,1
N,,DESACATO,,,761
S,SP,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,9,2
N,PA,AMEACA,,,63
N,RS,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,38
N,RS,DESOBEDIENCIA,,,83
S,BA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,6
S,PR,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,17
S,,ASSOCIAÇAO CRIMINOSA,2019,9,8
S,CE,MILICIA PRIVADA,2019,9,2
N,,MILICIA PRIVADA,2019,9,1
N,BA,FURTO QUALIFICADO,2019,9,3
N,PR,HOMICIDIO QUALIFICADO,2018,3,2
N,MA,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2019,9,1
N,PB,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2019,9,1
N,PR,FURTO SIMPLES,2019,7,1
N,SP,RECEPTACAO QUALIFICADA,2019,5,8
S,MG,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",,,9
N,CE,HOMICIDIO SIMPLES,2019,8,3
N,PR,ASSEDIO SEXUAL,2019,9,1
N,SE,FEMINICIDIO,2019,9,1
N,RS,CODIGO PENAL INJURIA REAL,,,20
N,SP,HOMICIDIO QUALIFICADO,2019,7,5
S,,CODIGO PENAL INJURIA REAL,2019,9,1
S,SP,FURTO QUALIFICADO,2019,5,2
S,MG,CORRUPCAO ATIVA,2019,9,1
N,PI,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,1,1
N,BA,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,,,6
S,AC,LESAO CORPORAL,2019,8,1
S,AC,FORNECER FOGOS ARTIFICIO A CRIANCA/ADOLESCENTE,2019,8,1
N,,ASSOCIAÇAO CRIMINOSA,2019,10,83
N,,HOMICIDIO CULPOSO,,,91
N,TO,DANO,2019,3,1
N,CE,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2019,10,1
N,SP,DROGAS PARA O CONSUMO PESSOAL,2019,10,36
S,AM,DESACATO,2019,9,2
S,AM,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,9,1
N,MG,HOMICIDIO SIMPLES,,,107
N,RO,FURTO QUALIFICADO,2019,10,13
N,SP,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,,,64
S,CE,HOMICIDIO QUALIFICADO,2019,9,2
N,GO,FALSA IDENTIDADE,2019,9,1
N,SP,FALSIFICACAO DE DOCUMENTO PUBLICO,2019,5,3
N,RO,FRAUDE NA ENTREGA DE COISA,2019,9,1
N,PA,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2019,9,1
N,RO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,30
N,PR,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,9,1
S,,RECEPTACAO,2019,10,14
N,BA,FALSIFICACAO DE DOCUMENTO PUBLICO,,,1
N,MA,DANO,2019,10,4
N,RS,FEMINICIDIO,,,77
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2013,1,1
N,PB,AMEACA,2019,8,2
N,PB,ROUBO,,,42
N,AP,AMEACA,2019,9,3
N,SP,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,5,1
N,DF,FEMINICIDIO,,,15
N,SP,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,2019,9,1
N,RO,ROUBO,2019,7,2
N,RJ,ESTUPRO DE VULNERAVEL,,,102
N,RS,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2016,4,1
N,CE,IMPEDIR ACAO DA AUTORIDADE JUDICIARIA,1995,7,1
N,PA,HOMICIDIO QUALIFICADO,2018,8,1
N,PA,ROUBO,2019,1,1
N,,ESTUPRO DE VULNERAVEL,2019,10,20
N,PR,CORRUPCAO DE MENORES,2019,9,1
N,CE,HOMICIDIO QUALIFICADO,2019,7,3
N,TO,HOMICIDIO SIMPLES,2019,9,1
N,PI,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,2,1
N,SC,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,66
N,CE,CORRUPCAO ATIVA,2019,9,1
N,PR,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,8,2
N,,"CP, ART 329: RESISTÊNCIA",2019,10,27
S,MT,ROUBO,2019,9,2
N,AP,FURTO SIMPLES,2019,10,6
N,,"COLABORAR, COMO INFORMANTE DOS CRIMES PREVISTOS NOS ARTS. 33, CAPUT E  1°, E 34 DESTA LEI",2019,10,22
N,PI,HOMICIDIO SIMPLES,2019,10,12
S,,MATAR ESPECIMES DA FAUNA,2019,10,1
N,CE,ROUBO,2019,10,60
S,AM,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,13
N,MG,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,10,55
N,CE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,208
S,,"CP, ART 329: RESISTÊNCIA",2019,10,8
N,PA,DEFRAUDACAO DE PENHOR,2019,10,2
N,PB,ROUBO AGRAVADO,2019,10,17
N,,CONSTRANGIMENTO ILEGAL,2019,5,2
S,PA,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,7
,GO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,2
S,AM,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,10,2
N,RS,INJURIA,2019,10,2
N,,FALSIDADE IDEOLOGICA,2019,10,8
S,RS,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,4
N,,VIOLACAO DE DOMICILIO,2019,10,8
N,MA,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,12
N,MT,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,7,1
N,PR,ATO OBSCENO,2019,10,1
N,,"FINANCIAR - ARTS. 33, CAPUT E  1° , E 34 DESTA LEI",2019,10,7
N,,CONTRABANDO OU DESCAMINHO,2018,6,7
S,CE,DESOBEDIENCIA,2019,10,3
N,PR,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,10,30
S,MG,DESACATO,,,11
N,PR,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2018,8,1
S,PR,DESACATO,2019,9,1
N,MG,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,10,8
N,,RESISTENCIA,2019,5,5
N,SP,CORRUPCAO ATIVA,2019,7,1
N,RJ,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,10
N,MG,ROUBO AGRAVADO,2019,10,61
S,MG,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,7
N,BA,FURTO SIMPLES,2019,5,2
N,RS,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,7,8
N,MT,CODIGO PENAL INJURIA REAL,2019,10,5
S,PA,ROUBO,2019,10,6
N,PI,DEFRAUDACAO DE PENHOR,2019,10,3
N,,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,81
N,RJ,FALSIFICACAO DE DOCUMENTO PUBLICO,,,11
N,SP,FUGA DE PESSOA PRESA OU SUBMETIDA A MEDIDA DE SEGURANCA,2019,10,3
S,MG,ASSOCIAÇAO CRIMINOSA,2019,10,3
N,PR,VIOLACAO DE COMUNICACAO TELEGRAFICA/RADIOELETRICA/TELEFONICA,,,1
N,PR,RECEPTACAO,2019,8,5
S,AL,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,13
N,PR,LESAO CORPORAL,2019,4,4
N,PA,HOMICIDIO QUALIFICADO,2019,7,2
N,SC,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,10,28
N,PB,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",,,56
N,CE,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2018,5,1
N,CE,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2019,10,14
S,,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2019,10,2
N,RS,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,4,2
N,GO,DESOBEDIENCIA,,,36
N,AM,ROUBO,2019,10,13
S,DF,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",,,1
N,RS,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,,,46
S,MG,HOMICIDIO QUALIFICADO,2019,10,4
N,SC,ASSOCIAÇAO CRIMINOSA,,,27
N,CE,TRAFEGAR EM VELOCIDADE INCOMPATIVEL GERANDO PERIGO DE DANO,2019,10,4
N,SP,MAUS TRATOS,2019,10,2
N,GO,ROUBO COM RESULTADO DE MORTE,2019,10,3
S,MG,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,,,12
N,PB,RECEPTACAO QUALIFICADA,2019,10,3
S,MG,"CP, ART 329: RESISTÊNCIA",,,7
N,SP,EMBRIAGUEZ,2019,10,40
N,MA,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2019,10,1
N,PI,FALSIFICACAO DE DOCUMENTO PUBLICO,,,3
N,RJ,ROUBO,2019,10,9
N,PI,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,10,5
N,MA,HOMICIDIO SIMPLES,2019,10,15
N,AM,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,7,1
N,PE,FORNECER PRODUTOS  DE DEPENDENCIA FISICA/QUIMICA,2019,10,1
N,SC,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,60
N,SC,IMPORTUNAÇÃO SEXUAL,2019,10,3
N,AL,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2019,10,1
N,CE,ASSOCIAÇAO CRIMINOSA,2018,10,3
N,CE,EXTORSAO,2018,10,3
N,PR,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,10,11
S,SP,RECEPTACAO,2019,10,3
S,AM,FURTO QUALIFICADO,2019,7,1
N,SP,VENDER MERCADORIA IMPROPRIA AO CONSUMO,2019,10,2
N,AL,HOMICIDIO SIMPLES,2019,10,4
N,SP,PORTE ILEGAL DE ARMA BRANCA,2019,10,2
N,SP,DEFRAUDACAO DE PENHOR,2019,10,5
N,MG,DIFAMACAO,,,1
S,PE,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",,,5
N,SC,USO DE DOCUMENTO FALSO,2019,10,3
N,MG,SEQUESTRO E CARCERE PRIVADO,2019,10,1
N,,ROUBO AGRAVADO,2020,2,724
S,PB,ROUBO AGRAVADO,2019,10,1
S,,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,8,1
N,,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR RESULTA LESAO CORPORAL GRAVE OU SE VITIMA MENOR COM MAIS DE 14,2019,10,3
N,,FEMINICIDIO,2019,10,5
N,GO,ASSOCIAÇAO CRIMINOSA,2019,10,6
N,RS,"FINANCIAR - ARTS. 33, CAPUT E  1° , E 34 DESTA LEI",2019,10,4
N,MT,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2019,10,7
N,MT,RECEPTACAO,2019,10,11
N,RS,IMPORTUNAÇÃO SEXUAL,2019,10,2
N,GO,MODIFICAR CARACTERISTICAS ARMA DE FOGO,,,9
S,,RESISTENCIA,2019,10,5
N,DF,CRIME MILITAR - FURTO SIMPLES,2019,10,3
N,CE,DIRIGIR VEICULO SEM CNH,,,24
N,AL,IMPORTUNAÇÃO SEXUAL,,,1
S,GO,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,10,1
N,PI,ROUBO,2010,10,1
S,,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",,,178
S,SP,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,10,8
S,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,8,8
N,SP,CRIME MILITAR - ROUBO SIMPLES,,,3
N,,IMPORTUNAÇÃO SEXUAL,2019,8,3
N,GO,FALSIFICACAO DE DOCUMENTO PUBLICO,,,4
N,SC,DISPARO DE ARMA DE FOGO,2019,10,2
N,AM,ESTUPRO DE VULNERAVEL,2019,10,5
N,RO,ESTUPRO DE VULNERAVEL,2012,10,1
S,,DESACATO,2019,10,5
N,PR,DANO QUALIFICADO,2019,10,13
N,,INDUZIMENTO A ESPECULACAO,2019,10,1
N,GO,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",,,24
N,MT,DESACATO,2019,10,5
N,BA,ROUBO,2019,10,28
S,GO,AMEACA,2019,10,7
N,PR,ROUBO,2019,1,4
N,PR,EXTORSAO,2019,1,1
N,SP,ASSEDIO SEXUAL,2019,10,2
N,RS,ESTELIONATO,2019,8,1
S,PR,ROUBO,2018,8,1
N,RS,"ADQUIRIR, POSSUIR OU ARMAZENAR MATERIAL PORNOGRAFICO C CRIANCA OU ADOLESCENTE",2019,8,1
N,AP,LESAO CORPORAL DE NATUREZA GRAVE,2019,10,1
N,PR,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,10,5
S,MG,AMEACA,2019,10,5
S,AM,ESTUPRO DE VULNERAVEL,2019,10,1
S,SP,ROUBO,,,59
N,AP,FURTO QUALIFICADO,2019,10,10
N,SP,MATAR ESPECIMES DA FAUNA,2019,9,1
N,AP,NAO FORNECER NOTA FISCAL,2019,10,1
N,SE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,25
S,,FURTO SIMPLES,2019,7,2
N,AP,LESAO CORPORAL,2019,10,2
N,,FALSO TESTEMUNHO OU FALSA PERICIA,,,24
N,,DENUNCIA CALUNIOSA,,,15
N,PR,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2019,10,5
N,CE,"COLABORAR, COMO INFORMANTE DOS CRIMES PREVISTOS NOS ARTS. 33, CAPUT E  1°, E 34 DESTA LEI",2019,9,1
N,,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,5,5
N,SP,FURTO SIMPLES,2019,6,28
N,PR,FRAUDE NA ENTREGA DE COISA,2019,10,1
S,PR,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2019,10,1
N,AL,HOMICIDIO QUALIFICADO,,,10
N,RJ,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,3
N,SP,AFASTAR-SE DO LOCAL DO ACIDENTE PARA FUGIR DA RESPONSABILIDADE PENAL OU CIVIL,2019,10,4
N,MT,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,10,3
N,AM,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,7,4
N,MA,FURTO DE COISA COMUM,2019,10,1
S,SP,ROUBO AGRAVADO,2019,10,6
N,PE,CRIME MILITAR - ROUBO SIMPLES,,,1
N,PI,FURTO SIMPLES,,,15
N,CE,USURPACAO DE FUNCAO PUBLICA,2019,10,2
N,MG,"CP, ART 329: RESISTÊNCIA",2019,10,4
N,MG,DESACATO,2019,10,5
S,RS,LESAO CORPORAL,,,48
N,PA,DESACATO,2019,10,2
N,SE,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,5
N,PR,ESTUPRO DE VULNERAVEL,2014,5,1
N,GO,USO DE DOCUMENTO FALSO,2019,10,3
N,RS,APROPRIACAO INDEBITA,2019,10,3
N,RS,DANO QUALIFICADO,2019,10,2
S,MG,USO DE DOCUMENTO FALSO,2019,10,2
N,PB,LESAO CORPORAL DE NATUREZA GRAVE,2019,10,1
N,RJ,MODIFICAR CARACTERISTICAS ARMA DE FOGO,,,32
N,MA,VIAS DE FATO,2019,9,1
S,SC,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,11
S,SP,"PRATICA DE ABUSO, MAUS TRATOS CONTRA ANIMAIS",2019,10,1
S,SP,LESAO CORPORAL DE NATUREZA GRAVE,2019,10,1
N,PE,HOMICIDIO SIMPLES,2019,1,2
N,RS,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,5,2
N,MA,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,,,16
N,SP,HOMICIDIO PRIVILEGIADO,2019,10,2
N,MT,ASSOCIAÇAO CRIMINOSA,2019,10,10
S,RS,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,5
S,PR,DANO,2019,7,1
N,PR,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2017,2,1
N,PE,INJURIA,,,46
N,RO,IMPORTUNAÇÃO SEXUAL,,,4
N,AL,"SUPRIMIR, ALTERAR QQ SINAL IDENTIFICADOR DE ARMA DE FOGO",2019,10,1
N,,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2019,10,9
